#Data tag : 19v3 , Norm tag: onlineresult
+-------------+-------------------+------+---------------------------------------------------------------------------------+--------------------+--------------------+
| run:fill    | time              | ncms | hltpath                                                                         | delivered(/ub)     | recorded(/ub)      |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu2_Jpsi_DoubleTkMu0_Phi_v4                                           | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu2_Jpsi_DoubleTrk1_Phi1p05_v5                                        | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu33NoFiltersNoVtxDisplaced_v1                                        | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 128  | HLT_DoubleMu3_DCA_PFMET50_PFMHT60_v9                                            | 48835231.851436503 | 45675944.854737736 |
| 316187:6674 | 05/12/18 03:18:33 | 128  | HLT_DoubleMu3_DZ_PFMET50_PFMHT60_v9                                             | 48835231.851436503 | 45675944.854737736 |
| 316187:6674 | 05/12/18 03:18:33 | 128  | HLT_DoubleMu3_DZ_PFMET70_PFMHT70_v9                                             | 48835231.851436503 | 45675944.854737736 |
| 316187:6674 | 05/12/18 03:18:33 | 128  | HLT_DoubleMu3_DZ_PFMET90_PFMHT90_v9                                             | 48835231.851436503 | 45675944.854737736 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu3_DoubleEle7p5_CaloIdL_TrackIdL_Upsilon_v3                          | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu3_TkMu_DsTau3Mu_v3                                                  | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu3_Trk_Tau3mu_NoL1Mass_v5                                            | 1408084.214869710  | 1325415.905294469  |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu3_Trk_Tau3mu_v11                                                    | 2816168.429739421  | 2650831.810588938  |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu40NoFiltersNoVtxDisplaced_v1                                        | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu43NoFiltersNoVtx_v4                                                 | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu48NoFiltersNoVtx_v4                                                 | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu4_3_Bs_v13                                                          | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu4_3_Jpsi_v1                                                         | 5632336.859478842  | 5301663.621177875  |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu4_JpsiTrkTrk_Displaced_v6                                           | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu4_JpsiTrk_Displaced_v14                                             | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu4_Jpsi_Displaced_v6                                                 | 938722.809913140   | 883610.603529645   |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu4_Jpsi_NoVertexing_v6                                               | 234680.702478285   | 220902.650882411   |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu4_LowMassNonResonantTrk_Displaced_v14                               | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu4_Mass3p8_DZ_PFHT350_v7                                             | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu4_PsiPrimeTrk_Displaced_v14                                         | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleMu5_Upsilon_DoubleEle3_CaloIdL_TrackIdL_v3                            | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoublePFJets100_CaloBTagDeepCSV_p71_v1                                      | 165656.966455260   | 155931.282975820   |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoublePFJets116MaxDeta1p6_DoubleCaloBTagDeepCSV_p71_v1                      | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoublePFJets128MaxDeta1p6_DoubleCaloBTagDeepCSV_p71_v1                      | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoublePFJets200_CaloBTagDeepCSV_p71_v1                                      | 804619.551354120   | 757380.517311125   |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoublePFJets350_CaloBTagDeepCSV_p71_v1                                      | 804619.551354120   | 757380.517311125   |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoublePFJets40_CaloBTagDeepCSV_p71_v1                                       | 6705.162927951     | 6311.504310926     |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoublePhoton33_CaloIdL_v6                                                   | 880052.634293569   | 828384.940809043   |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoublePhoton70_v6                                                           | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoublePhoton85_v14                                                          | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleTightChargedIsoPFTau35_Trk1_TightID_eta2p1_Reg_v11                    | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleTightChargedIsoPFTau40_Trk1_TightID_eta2p1_Reg_v11                    | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_DoubleTightChargedIsoPFTau40_Trk1_eta2p1_Reg_v11                            | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_ECALHT800_v10                                                               | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_Ele115_CaloIdVT_GsfTrkIdT_v13                                               | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v17                                    | 20860.506886959    | 19635.791189548    |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_Ele135_CaloIdVT_GsfTrkIdT_v6                                                | 56323368.594788425 | 53016636.211778745 |
| 316187:6674 | 05/12/18 03:18:33 | 151  | HLT_Ele145_CaloIdVT_GsfTrkIdT_v7                                                | 56323368.594788425 | 53016636.211778745 |
