#Data tag : 19v3 , Norm tag: onlineresult
+-------------+-------------------+------+-------------------------------------------+------------------+------------------+
| run:fill    | time              | ncms | hltpath                                   | delivered(/ub)   | recorded(/ub)    |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_IsoTrackHB_v2                         | 409067.405588511 | 376900.479108237 |
| 299996:6012 | 07/27/17 12:10:58 | 1268 | HLT_IsoTrackHE_v2                         | 55285.741304296  | 54728.163654400  |
| 300018:6016 | 07/28/17 05:38:26 | 281  | HLT_IsoTrackHE_v2                         | 17752.972389969  | 17568.576674942  |
| 300027:6016 | 07/28/17 11:43:43 | 112  | HLT_IsoTrackHE_v2                         | 6912.946367898   | 6854.477770220   |
| 300043:6016 | 07/28/17 14:14:46 | 334  | HLT_IsoTrackHE_v2                         | 20454.761856942  | 20271.379748669  |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_IsoTrackHE_v2                         | 409067.405588511 | 376900.479108237 |
| 299996:6012 | 07/27/17 12:14:28 | 1259 | HLT_L1NotBptxOR_v3                        | 0.141585789      | 0.140156968      |
| 300018:6016 | 07/28/17 05:39:11 | 279  | HLT_L1NotBptxOR_v3                        | 0.045516790      | 0.045043709      |
| 300027:6016 | 07/28/17 11:45:40 | 107  | HLT_L1NotBptxOR_v3                        | 0.017654705      | 0.017504771      |
| 300043:6016 | 07/28/17 14:22:56 | 313  | HLT_L1NotBptxOR_v3                        | 0.052132594      | 0.051662414      |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_L1NotBptxOR_v3                        | 1.238603563      | 1.141206241      |
| 299996:6012 | 07/27/17 12:14:28 | 1259 | HLT_L1UnpairedBunchBptxMinus_v2           | 15.375948767     | 15.220781461     |
| 300018:6016 | 07/28/17 05:39:11 | 279  | HLT_L1UnpairedBunchBptxMinus_v2           | 4.937437901      | 4.886120420      |
| 300027:6016 | 07/28/17 11:45:40 | 107  | HLT_L1UnpairedBunchBptxMinus_v2           | 1.915095745      | 1.898831596      |
| 300043:6016 | 07/28/17 14:22:56 | 313  | HLT_L1UnpairedBunchBptxMinus_v2           | 5.655087841      | 5.604085028      |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_L1UnpairedBunchBptxMinus_v2           | 303.237513409    | 279.392497486    |
| 299996:6012 | 07/27/17 12:14:28 | 1259 | HLT_L1UnpairedBunchBptxPlus_v2            | 11.176569678     | 11.063780657     |
| 300018:6016 | 07/28/17 05:39:11 | 279  | HLT_L1UnpairedBunchBptxPlus_v2            | 3.948411836      | 3.907373841      |
| 300027:6016 | 07/28/17 11:45:40 | 107  | HLT_L1UnpairedBunchBptxPlus_v2            | 1.531479860      | 1.518473609      |
| 300043:6016 | 07/28/17 14:22:56 | 313  | HLT_L1UnpairedBunchBptxPlus_v2            | 4.522308171      | 4.481521813      |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_L1UnpairedBunchBptxPlus_v2            | 303.237513409    | 279.392497486    |
| 299996:6012 | 07/27/17 12:14:28 | 1259 | HLT_Mu17_v9                               | 55245.783918416  | 54688.267787764  |
| 300027:6016 | 07/28/17 11:45:40 | 107  | HLT_Mu17_v9                               | 6880.939011089   | 6822.501925389   |
| 300043:6016 | 07/28/17 14:22:56 | 313  | HLT_Mu17_v9                               | 20318.730612478  | 20135.477505823  |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_Mu17_v9                               | 409067.405588511 | 376900.479108237 |
| 299996:6012 | 07/27/17 12:14:28 | 1259 | HLT_Photon20_HoverELoose_v8               | 55245.783918416  | 54688.267787764  |
| 300018:6016 | 07/28/17 05:39:11 | 279  | HLT_Photon20_HoverELoose_v8               | 17740.214379379  | 17555.830667304  |
| 300027:6016 | 07/28/17 11:45:40 | 107  | HLT_Photon20_HoverELoose_v8               | 6880.939011089   | 6822.501925389   |
| 300043:6016 | 07/28/17 14:22:56 | 313  | HLT_Photon20_HoverELoose_v8               | 20318.730612478  | 20135.477505823  |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_Photon20_HoverELoose_v8               | 37141.901845235  | 34217.399878590  |
| 299996:6012 | 07/27/17 12:14:28 | 1259 | HLT_Photon30_HoverELoose_v8               | 55245.783918416  | 54688.267787764  |
| 300018:6016 | 07/28/17 05:39:11 | 279  | HLT_Photon30_HoverELoose_v8               | 17740.214379379  | 17555.830667304  |
| 300027:6016 | 07/28/17 11:45:40 | 107  | HLT_Photon30_HoverELoose_v8               | 6880.939011089   | 6822.501925389   |
| 300043:6016 | 07/28/17 14:22:56 | 313  | HLT_Photon30_HoverELoose_v8               | 20318.730612478  | 20135.477505823  |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_Photon30_HoverELoose_v8               | 37141.901845235  | 34217.399878590  |
| 299996:6012 | 07/27/17 12:14:28 | 1259 | HLT_Photon40_HoverELoose_v8               | 55245.783918416  | 54688.267787764  |
| 300018:6016 | 07/28/17 05:39:11 | 279  | HLT_Photon40_HoverELoose_v8               | 17740.214379379  | 17555.830667304  |
| 300027:6016 | 07/28/17 11:45:40 | 107  | HLT_Photon40_HoverELoose_v8               | 6880.939011089   | 6822.501925389   |
| 300043:6016 | 07/28/17 14:22:56 | 313  | HLT_Photon40_HoverELoose_v8               | 20318.730612478  | 20135.477505823  |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_Photon40_HoverELoose_v8               | 349677.853950231 | 321623.168809447 |
| 299996:6012 | 07/27/17 12:14:28 | 1259 | HLT_Photon50_HoverELoose_v8               | 55245.783918416  | 54688.267787764  |
| 300018:6016 | 07/28/17 05:39:11 | 279  | HLT_Photon50_HoverELoose_v8               | 17740.214379379  | 17555.830667304  |
| 300027:6016 | 07/28/17 11:45:40 | 107  | HLT_Photon50_HoverELoose_v8               | 6880.939011089   | 6822.501925389   |
| 300043:6016 | 07/28/17 14:22:56 | 313  | HLT_Photon50_HoverELoose_v8               | 20318.730612478  | 20135.477505823  |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_Photon50_HoverELoose_v8               | 409067.405588511 | 376900.479108237 |
| 299996:6012 | 07/27/17 12:14:28 | 1259 | HLT_Photon60_HoverELoose_v8               | 55245.783918416  | 54688.267787764  |
| 300018:6016 | 07/28/17 05:39:11 | 279  | HLT_Photon60_HoverELoose_v8               | 17740.214379379  | 17555.830667304  |
| 300027:6016 | 07/28/17 11:45:40 | 107  | HLT_Photon60_HoverELoose_v8               | 6880.939011089   | 6822.501925389   |
| 300043:6016 | 07/28/17 14:22:56 | 313  | HLT_Photon60_HoverELoose_v8               | 20318.730612478  | 20135.477505823  |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_Photon60_HoverELoose_v8               | 409067.405588511 | 376900.479108237 |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_ZeroBias_IsolatedBunches_v5           | 13635.580186284  | 12563.349303608  |
| 299996:6012 | 07/27/17 12:10:58 | 1268 | HLT_ZeroBias_part0_v2                     | 498.404955712    | 493.540186549    |
| 300018:6016 | 07/28/17 05:38:26 | 281  | HLT_ZeroBias_part0_v2                     | 124.397268313    | 123.151277005    |
| 300027:6016 | 07/28/17 11:43:43 | 112  | HLT_ZeroBias_part0_v2                     | 53.534212478     | 53.084101868     |
| 300043:6016 | 07/28/17 14:14:46 | 334  | HLT_ZeroBias_part0_v2                     | 122.088572033    | 121.008178590    |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_ZeroBias_part0_v2                     | 75.718927723     | 69.706000447     |
| 299996:6012 | 07/27/17 12:10:58 | 1268 | HLT_ZeroBias_part1_v2                     | 498.404955712    | 493.540186549    |
| 300018:6016 | 07/28/17 05:38:26 | 281  | HLT_ZeroBias_part1_v2                     | 124.397268313    | 123.151277005    |
| 300027:6016 | 07/28/17 11:43:43 | 112  | HLT_ZeroBias_part1_v2                     | 53.534212478     | 53.084101868     |
| 300043:6016 | 07/28/17 14:14:46 | 334  | HLT_ZeroBias_part1_v2                     | 122.088572033    | 121.008178590    |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_ZeroBias_part1_v2                     | 75.718927723     | 69.706000447     |
| 299996:6012 | 07/27/17 12:10:58 | 1268 | HLT_ZeroBias_part2_v2                     | 498.404955712    | 493.540186549    |
| 300018:6016 | 07/28/17 05:38:26 | 281  | HLT_ZeroBias_part2_v2                     | 124.397268313    | 123.151277005    |
| 300027:6016 | 07/28/17 11:43:43 | 112  | HLT_ZeroBias_part2_v2                     | 53.534212478     | 53.084101868     |
| 300043:6016 | 07/28/17 14:14:46 | 334  | HLT_ZeroBias_part2_v2                     | 122.088572033    | 121.008178590    |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_ZeroBias_part2_v2                     | 75.718927723     | 69.706000447     |
| 299996:6012 | 07/27/17 12:10:58 | 1268 | HLT_ZeroBias_part3_v2                     | 498.404955712    | 493.540186549    |
| 300018:6016 | 07/28/17 05:38:26 | 281  | HLT_ZeroBias_part3_v2                     | 124.397268313    | 123.151277005    |
| 300027:6016 | 07/28/17 11:43:43 | 112  | HLT_ZeroBias_part3_v2                     | 53.534212478     | 53.084101868     |
| 300043:6016 | 07/28/17 14:14:46 | 334  | HLT_ZeroBias_part3_v2                     | 122.088572033    | 121.008178590    |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_ZeroBias_part3_v2                     | 75.718927723     | 69.706000447     |
| 299996:6012 | 07/27/17 12:10:58 | 1268 | HLT_ZeroBias_part4_v2                     | 498.404955712    | 493.540186549    |
| 300018:6016 | 07/28/17 05:38:26 | 281  | HLT_ZeroBias_part4_v2                     | 124.397268313    | 123.151277005    |
| 300027:6016 | 07/28/17 11:43:43 | 112  | HLT_ZeroBias_part4_v2                     | 53.534212478     | 53.084101868     |
| 300043:6016 | 07/28/17 14:14:46 | 334  | HLT_ZeroBias_part4_v2                     | 122.088572033    | 121.008178590    |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_ZeroBias_part4_v2                     | 75.718927723     | 69.706000447     |
| 299996:6012 | 07/27/17 12:10:58 | 1268 | HLT_ZeroBias_part5_v2                     | 498.404955712    | 493.540186549    |
| 300018:6016 | 07/28/17 05:38:26 | 281  | HLT_ZeroBias_part5_v2                     | 124.397268313    | 123.151277005    |
| 300027:6016 | 07/28/17 11:43:43 | 112  | HLT_ZeroBias_part5_v2                     | 53.534212478     | 53.084101868     |
| 300043:6016 | 07/28/17 14:14:46 | 334  | HLT_ZeroBias_part5_v2                     | 122.088572033    | 121.008178590    |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_ZeroBias_part5_v2                     | 75.718927723     | 69.706000447     |
| 299996:6012 | 07/27/17 12:10:58 | 1268 | HLT_ZeroBias_part6_v2                     | 498.404955712    | 493.540186549    |
| 300018:6016 | 07/28/17 05:38:26 | 281  | HLT_ZeroBias_part6_v2                     | 124.397268313    | 123.151277005    |
| 300027:6016 | 07/28/17 11:43:43 | 112  | HLT_ZeroBias_part6_v2                     | 53.534212478     | 53.084101868     |
| 300043:6016 | 07/28/17 14:14:46 | 334  | HLT_ZeroBias_part6_v2                     | 122.088572033    | 121.008178590    |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_ZeroBias_part6_v2                     | 75.718927723     | 69.706000447     |
| 299996:6012 | 07/27/17 12:10:58 | 1268 | HLT_ZeroBias_part7_v2                     | 498.404955712    | 493.540186549    |
| 300018:6016 | 07/28/17 05:38:26 | 281  | HLT_ZeroBias_part7_v2                     | 124.397268313    | 123.151277005    |
| 300027:6016 | 07/28/17 11:43:43 | 112  | HLT_ZeroBias_part7_v2                     | 53.534212478     | 53.084101868     |
| 300043:6016 | 07/28/17 14:14:46 | 334  | HLT_ZeroBias_part7_v2                     | 122.088572033    | 121.008178590    |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_ZeroBias_part7_v2                     | 75.718927723     | 69.706000447     |
| 299996:6012 | 07/27/17 12:10:58 | 1268 | HLT_ZeroBias_part8_v2                     | 498.404955712    | 493.540186549    |
| 300018:6016 | 07/28/17 05:38:26 | 281  | HLT_ZeroBias_part8_v2                     | 124.397268313    | 123.151277005    |
| 300027:6016 | 07/28/17 11:43:43 | 112  | HLT_ZeroBias_part8_v2                     | 53.534212478     | 53.084101868     |
| 300043:6016 | 07/28/17 14:14:46 | 334  | HLT_ZeroBias_part8_v2                     | 122.088572033    | 121.008178590    |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_ZeroBias_part8_v2                     | 75.718927723     | 69.706000447     |
| 299996:6012 | 07/27/17 12:10:58 | 1268 | HLT_ZeroBias_part9_v2                     | 498.404955712    | 493.540186549    |
| 300018:6016 | 07/28/17 05:38:26 | 281  | HLT_ZeroBias_part9_v2                     | 124.397268313    | 123.151277005    |
| 300027:6016 | 07/28/17 11:43:43 | 112  | HLT_ZeroBias_part9_v2                     | 53.534212478     | 53.084101868     |
| 300043:6016 | 07/28/17 14:14:46 | 334  | HLT_ZeroBias_part9_v2                     | 122.088572033    | 121.008178590    |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_ZeroBias_part9_v2                     | 75.718927723     | 69.706000447     |
| 299996:6012 | 07/27/17 12:10:58 | 1268 | HLT_ZeroBias_v6                           | 4.984049557      | 4.935401865      |
| 300018:6016 | 07/28/17 05:38:26 | 281  | HLT_ZeroBias_v6                           | 1.243972683      | 1.231512770      |
| 300027:6016 | 07/28/17 11:43:43 | 112  | HLT_ZeroBias_v6                           | 0.535342125      | 0.530841019      |
| 300043:6016 | 07/28/17 14:14:46 | 334  | HLT_ZeroBias_v6                           | 1.220885720      | 1.210081786      |
| 300088:6019 | 07/29/17 07:43:15 | 312  | HLT_ZeroBias_v6                           | 0.757189277      | 0.697060004      |
+-------------+-------------------+------+-------------------------------------------+------------------+------------------+
#Summary: 
+-------------------------------------------+-------+------+------+-------------------+------------------+
| hltpath                                   | nfill | nrun | ncms | totdelivered(/ub) | totrecorded(/ub) |
+-------------------------------------------+-------+------+------+-------------------+------------------+
| HLT_AK4CaloJet100_v7                      | 3     | 5    | 2270 | 286342.119382495  | 270531.846850382 |
| HLT_AK4CaloJet120_v6                      | 3     | 5    | 2270 | 509253.073509873  | 476102.556994517 |
| HLT_AK4CaloJet30_v8                       | 3     | 5    | 2270 | 8582.821536612    | 8454.422725282   |
| HLT_AK4CaloJet40_v7                       | 3     | 5    | 2270 | 8699.787664900    | 8563.289904601   |
| HLT_AK4CaloJet50_v7                       | 3     | 5    | 2270 | 8699.787664900    | 8563.289904601   |
| HLT_AK4CaloJet80_v7                       | 3     | 5    | 2270 | 142494.748413310  | 138151.882357438 |
| HLT_AK4PFJet100_v12                       | 3     | 5    | 2270 | 302179.333152703  | 285272.462930059 |
| HLT_AK4PFJet120_v11                       | 3     | 5    | 2270 | 509253.073509873  | 476102.556994517 |
| HLT_AK4PFJet30_v12                        | 3     | 5    | 2270 | 8612.063068684    | 8481.639520112   |
| HLT_AK4PFJet50_v12                        | 3     | 5    | 2270 | 8699.787664900    | 8563.289904601   |
| HLT_AK4PFJet80_v12                        | 3     | 5    | 2270 | 142494.748413310  | 138151.882357438 |
| HLT_DiEle27_WPTightCaloOnly_L1DoubleEG_v2 | 3     | 5    | 2270 | 509253.073509873  | 476102.556994517 |
| HLT_DiPFJet15_FBEta3_NoCaloMatched_v11    | 3     | 5    | 2270 | 122022.653272524  | 119312.694604623 |
| HLT_DiPFJet15_NoCaloMatched_v10           | 3     | 5    | 2270 | 20228.312226333   | 19844.870905056  |
| HLT_DiPFJet25_FBEta3_NoCaloMatched_v11    | 3     | 5    | 2270 | 122022.653272524  | 119312.694604623 |
| HLT_DiPFJet25_NoCaloMatched_v10           | 3     | 5    | 2270 | 122022.653272524  | 119312.694604623 |
| HLT_DiPFJetAve15_HFJEC_v11                | 3     | 5    | 2270 | 8699.787664900    | 8563.289904601   |
| HLT_DiPFJetAve25_HFJEC_v11                | 3     | 5    | 2270 | 8699.787664900    | 8563.289904601   |
| HLT_DiPFJetAve35_HFJEC_v11                | 3     | 5    | 2270 | 122022.653272524  | 119312.694604623 |
| HLT_Ele20_WPLoose_Gsf_v2                  | 3     | 5    | 2270 | 509253.073509873  | 476102.556994517 |
| HLT_Ele20_WPTight_Gsf_v2                  | 3     | 5    | 2270 | 509253.073509873  | 476102.556994517 |
| HLT_Ele20_eta2p1_WPLoose_Gsf_v2           | 3     | 5    | 2270 | 509253.073509873  | 476102.556994517 |
| HLT_FullTrack_Multiplicity100_part0_v3    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity100_part1_v3    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity100_part2_v3    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity100_part3_v3    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity100_part4_v3    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity100_v2          | 2     | 4    | 1958 | 100185.667921362  | 99202.077886280  |
| HLT_FullTrack_Multiplicity130_part0_v3    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity130_part1_v3    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity130_part2_v3    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity130_part3_v3    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity130_part4_v3    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity130_v2          | 2     | 4    | 1958 | 100185.667921362  | 99202.077886280  |
| HLT_FullTrack_Multiplicity155_part0_v4    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity155_part1_v4    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity155_part2_v4    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity155_part3_v4    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity155_part4_v4    | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity155_v3          | 2     | 4    | 1958 | 100185.667921362  | 99202.077886280  |
| HLT_FullTrack_Multiplicity85_part0_v4     | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity85_part1_v4     | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity85_part2_v4     | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity85_part3_v4     | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity85_part4_v4     | 1     | 1    | 312  | 81813.481117702   | 75380.095821647  |
| HLT_FullTrack_Multiplicity85_v3           | 2     | 4    | 1958 | 100185.667921362  | 99202.077886280  |
| HLT_HISinglePhoton10_Eta3p1ForPPRef_v6    | 3     | 5    | 2270 | 8699.787664900    | 8563.289904601   |
| HLT_HISinglePhoton20_Eta3p1ForPPRef_v6    | 3     | 5    | 2270 | 133834.066729052  | 130167.871276705 |
| HLT_HISinglePhoton30_Eta3p1ForPPRef_v6    | 3     | 5    | 2270 | 137327.569766597  | 133419.477764870 |
| HLT_HISinglePhoton40_Eta3p1ForPPRef_v6    | 3     | 5    | 2270 | 449863.521871593  | 420825.246695727 |
| HLT_HISinglePhoton50_Eta3p1ForPPRef_v6    | 3     | 5    | 2270 | 509253.073509873  | 476102.556994517 |
| HLT_HISinglePhoton60_Eta3p1ForPPRef_v6    | 3     | 5    | 2270 | 509253.073509873  | 476102.556994517 |
| HLT_HcalIsolatedbunch_v4                  | 1     | 1    | 312  | 136355.801862837  | 125633.493036079 |
| HLT_HcalNZS_v12                           | 3     | 5    | 2307 | 509473.827507616  | 476323.076956468 |
| HLT_HcalPhiSym_v14                        | 3     | 5    | 2281 | 509305.788906344  | 476155.198868791 |
| HLT_IsoTrackHB_v2                         | 3     | 5    | 2307 | 509473.827507616  | 476323.076956468 |
| HLT_IsoTrackHE_v2                         | 3     | 5    | 2307 | 509473.827507616  | 476323.076956468 |
| HLT_L1NotBptxOR_v3                        | 3     | 5    | 2270 | 1.495493441       | 1.395574103      |
| HLT_L1UnpairedBunchBptxMinus_v2           | 3     | 5    | 2270 | 331.121083662     | 307.002315990    |
| HLT_L1UnpairedBunchBptxPlus_v2            | 3     | 5    | 2270 | 324.416282954     | 300.363647406    |
| HLT_Mu17_v9                               | 3     | 4    | 1991 | 491512.859130494  | 458546.726327213 |
| HLT_Photon20_HoverELoose_v8               | 3     | 5    | 2270 | 137327.569766597  | 133419.477764870 |
| HLT_Photon30_HoverELoose_v8               | 3     | 5    | 2270 | 137327.569766597  | 133419.477764870 |
| HLT_Photon40_HoverELoose_v8               | 3     | 5    | 2270 | 449863.521871593  | 420825.246695727 |
| HLT_Photon50_HoverELoose_v8               | 3     | 5    | 2270 | 509253.073509873  | 476102.556994517 |
| HLT_Photon60_HoverELoose_v8               | 3     | 5    | 2270 | 509253.073509873  | 476102.556994517 |
| HLT_ZeroBias_IsolatedBunches_v5           | 1     | 1    | 312  | 13635.580186284   | 12563.349303608  |
| HLT_ZeroBias_part0_v2                     | 3     | 5    | 2307 | 874.143936259     | 860.489744459    |
| HLT_ZeroBias_part1_v2                     | 3     | 5    | 2307 | 874.143936259     | 860.489744459    |
| HLT_ZeroBias_part2_v2                     | 3     | 5    | 2307 | 874.143936259     | 860.489744459    |
| HLT_ZeroBias_part3_v2                     | 3     | 5    | 2307 | 874.143936259     | 860.489744459    |
| HLT_ZeroBias_part4_v2                     | 3     | 5    | 2307 | 874.143936259     | 860.489744459    |
| HLT_ZeroBias_part5_v2                     | 3     | 5    | 2307 | 874.143936259     | 860.489744459    |
| HLT_ZeroBias_part6_v2                     | 3     | 5    | 2307 | 874.143936259     | 860.489744459    |
| HLT_ZeroBias_part7_v2                     | 3     | 5    | 2307 | 874.143936259     | 860.489744459    |
| HLT_ZeroBias_part8_v2                     | 3     | 5    | 2307 | 874.143936259     | 860.489744459    |
| HLT_ZeroBias_part9_v2                     | 3     | 5    | 2307 | 874.143936259     | 860.489744459    |
| HLT_ZeroBias_v6                           | 3     | 5    | 2307 | 8.741439363       | 8.604897445      |
+-------------------------------------------+-------+------+------+-------------------+------------------+
#Sum delivered : 12714949.060454020
#Sum recorded : 11946122.383662496
#Check JSON:
#(run,ls) in json but not in results: [(299996, 1273), (299996, 1274), (299996, 1275), (300088, 318), (300088, 319)]
